model_name,accuracy,f1_macro,balanced_accuracy,fatal_precision,fatal_recall,fatal_pr_auc
random_forest,0.6543919757684096,0.381035014927215,0.3980382679071681,0.05063600782778865,0.13818424566088117,0.038098354585745196
hist_gradient_boosting_balanced,0.5143949550623169,0.34446705073696005,0.49763803191345285,0.039765539343847515,0.6295060080106809,0.05317201272207746
logistic_regression,0.47571378916530116,0.3275194594462281,0.48005398309443664,0.03521660102999091,0.6208277703604806,0.043493095461831874
